행정구역명,행정구역코드,구분수준,STRD_YYMM,총인구수,20대이하_인구,20대_인구,30대_인구,40대_인구,50대_인구,60대이상_인구
서울특별시 종로구,1111000000,시군구,202604,136716.0,14199.0,20011.0,19921.0,18033.0,22594.0,41958.0
서울특별시 중구,1114000000,시군구,202604,117760.0,10690.0,15534.0,21258.0,16116.0,17756.0,36406.0
서울특별시 용산구,1117000000,시군구,202604,200187.0,22412.0,25809.0,37005.0,28857.0,31536.0,54568.0
서울특별시 성동구,1120000000,시군구,202604,274917.0,32940.0,37546.0,48384.0,39477.0,42728.0,73842.0
서울특별시 광진구,1121500000,시군구,202604,331029.0,36259.0,54349.0,56926.0,45871.0,50720.0,86904.0
서울특별시 동대문구,1123000000,시군구,202604,351656.0,41228.0,55527.0,55627.0,48250.0,52672.0,98352.0
서울특별시 중랑구,1126000000,시군구,202604,376570.0,39249.0,44348.0,59098.0,50362.0,61139.0,122374.0
서울특별시 성북구,1129000000,시군구,202604,422452.0,55421.0,62224.0,56970.0,59173.0,70503.0,118161.0
서울특별시 강북구,1130500000,시군구,202604,278520.0,27226.0,33732.0,34323.0,35819.0,48392.0,99028.0
서울특별시 도봉구,1132000000,시군구,202604,298839.0,32586.0,32676.0,37090.0,39175.0,51584.0,105728.0
서울특별시 노원구,1135000000,시군구,202604,482097.0,66568.0,60257.0,61403.0,68285.0,83019.0,142565.0
서울특별시 은평구,1138000000,시군구,202604,453550.0,53178.0,54820.0,66824.0,63826.0,76308.0,138594.0
서울특별시 서대문구,1141000000,시군구,202604,300395.0,36803.0,44731.0,45353.0,41794.0,47479.0,84235.0
서울특별시 마포구,1144000000,시군구,202604,356894.0,43683.0,53961.0,64601.0,54193.0,55740.0,84716.0
서울특별시 양천구,1147000000,시군구,202604,422900.0,68199.0,45475.0,51656.0,68862.0,71361.0,117347.0
서울특별시 강서구,1150000000,시군구,202604,548716.0,66045.0,70279.0,96449.0,81260.0,81071.0,153612.0
서울특별시 구로구,1153000000,시군구,202604,382718.0,45971.0,45288.0,61624.0,54190.0,59694.0,115951.0
서울특별시 금천구,1154500000,시군구,202604,222726.0,20059.0,31107.0,39993.0,27372.0,34548.0,69647.0
서울특별시 영등포구,1156000000,시군구,202604,371471.0,41834.0,52085.0,74788.0,51862.0,53713.0,97189.0
서울특별시 동작구,1159000000,시군구,202604,372250.0,42217.0,59337.0,62130.0,50585.0,56340.0,101641.0
서울특별시 관악구,1162000000,시군구,202604,478144.0,37458.0,101354.0,94527.0,57306.0,64154.0,123345.0
서울특별시 서초구,1165000000,시군구,202604,414999.0,72129.0,47403.0,57474.0,71070.0,68642.0,98281.0
서울특별시 강남구,1168000000,시군구,202604,553260.0,95227.0,61668.0,79568.0,99277.0,88571.0,128949.0
서울특별시 송파구,1171000000,시군구,202604,650447.0,97436.0,75289.0,107019.0,105090.0,98826.0,166787.0
서울특별시 강동구,1174000000,시군구,202604,499460.0,75658.0,54712.0,77407.0,81229.0,75196.0,135258.0
부산광역시,2600000000,시도,202604,3235361.0,432756.0,332238.0,388058.0,456410.0,525494.0,1100405.0
부산광역시 중구,2611000000,시군구,202604,36397.0,2117.0,4643.0,4013.0,3810.0,5861.0,15953.0
부산광역시 서구,2614000000,시군구,202604,101312.0,11060.0,10471.0,10047.0,12502.0,16328.0,40904.0
부산광역시 동구,2617000000,시군구,202604,83475.0,7857.0,7859.0,10518.0,10424.0,13443.0,33374.0
부산광역시 영도구,2620000000,시군구,202604,100633.0,9685.0,8429.0,8752.0,11800.0,16627.0,45340.0
부산광역시 부산진구,2623000000,시군구,202604,365157.0,42850.0,46153.0,54157.0,48986.0,55676.0,117335.0
부산광역시 동래구,2626000000,시군구,202604,271815.0,43181.0,25096.0,31947.0,42056.0,44053.0,85482.0
부산광역시 남구,2629000000,시군구,202604,253913.0,34928.0,30398.0,27789.0,34987.0,41641.0,84170.0
부산광역시 북구,2632000000,시군구,202604,261316.0,33049.0,24178.0,31190.0,33400.0,44908.0,94591.0
부산광역시 해운대구,2635000000,시군구,202604,371143.0,54640.0,34776.0,41160.0,55039.0,65266.0,120262.0
부산광역시 사하구,2638000000,시군구,202604,283258.0,34451.0,28481.0,29841.0,38304.0,48519.0,103662.0
부산광역시 금정구,2641000000,시군구,202604,205880.0,23272.0,25501.0,20491.0,24960.0,33301.0,78355.0
부산광역시 강서구,2644000000,시군구,202604,152826.0,35118.0,10575.0,24206.0,31851.0,19025.0,32051.0
부산광역시 연제구,2647000000,시군구,202604,211491.0,29319.0,21173.0,28436.0,30782.0,33530.0,68251.0
부산광역시 수영구,2650000000,시군구,202604,168577.0,18660.0,19147.0,22886.0,22751.0,26001.0,59132.0
부산광역시 사상구,2653000000,시군구,202604,192901.0,20372.0,20818.0,22427.0,23699.0,32945.0,72640.0
부산광역시 기장군,2671000000,시군구,202604,175267.0,32197.0,14540.0,20198.0,31059.0,28370.0,48903.0
대구광역시,2700000000,시도,202604,2349360.0,344633.0,248823.0,285394.0,332593.0,409460.0,728457.0
대구광역시 중구,2711000000,시군구,202604,101576.0,15763.0,13595.0,18393.0,15007.0,14269.0,24549.0
대구광역시 동구,2714000000,시군구,202604,338262.0,44627.0,33238.0,44126.0,46155.0,55629.0,114487.0
대구광역시 서구,2717000000,시군구,202604,163811.0,16584.0,14305.0,19651.0,19523.0,28263.0,65485.0
대구광역시 남구,2720000000,시군구,202604,139121.0,13782.0,16140.0,17651.0,16974.0,23006.0,51568.0
대구광역시 북구,2723000000,시군구,202604,407876.0,58868.0,49945.0,47914.0,55914.0,75937.0,119298.0
대구광역시 수성구,2726000000,시군구,202604,408743.0,71477.0,41798.0,42917.0,62771.0,73884.0,115896.0
대구광역시 달서구,2729000000,시군구,202604,514677.0,75402.0,57248.0,61080.0,71296.0,93813.0,155838.0
대구광역시 달성군,2771000000,시군구,202604,252627.0,46876.0,21630.0,32522.0,43310.0,41152.0,67137.0
대구광역시 군위군,2772000000,시군구,202604,22667.0,1254.0,924.0,1140.0,1643.0,3507.0,14199.0
인천광역시,2800000000,시도,202604,3057226.0,463275.0,332664.0,432537.0,472438.0,514812.0,841500.0
인천광역시 중구,2811000000,시군구,202604,178145.0,28940.0,21953.0,29310.0,29599.0,27343.0,41000.0
인천광역시 동구,2814000000,시군구,202604,57753.0,6616.0,5289.0,6565.0,8045.0,9797.0,21441.0
인천광역시 미추홀구,2817700000,시군구,202604,417547.0,55365.0,48481.0,58439.0,62146.0,68730.0,124386.0
인천광역시 연수구,2818500000,시군구,202604,410191.0,79979.0,44500.0,57194.0,70987.0,68224.0,89307.0
인천광역시 남동구,2820000000,시군구,202604,479566.0,67065.0,53292.0,60894.0,72015.0,84237.0,142063.0
인천광역시 부평구,2823700000,시군구,202604,489127.0,63794.0,53316.0,73865.0,70096.0,82851.0,145205.0
인천광역시 계양구,2824500000,시군구,202604,276851.0,32739.0,30667.0,37230.0,36920.0,52007.0,87288.0
인천광역시 서구,2826000000,시군구,202604,658984.0,120693.0,69005.0,102605.0,113924.0,108007.0,144750.0
인천광역시 강화군,2871000000,시군구,202604,69665.0,6715.0,4073.0,4840.0,6856.0,10593.0,36588.0
인천광역시 옹진군,2872000000,시군구,202604,19397.0,1369.0,2088.0,1595.0,1850.0,3023.0,9472.0
광주광역시,2900000000,시도,202604,1386567.0,227341.0,166820.0,173547.0,210330.0,240115.0,368414.0
광주광역시 동구,2911000000,시군구,202604,104730.0,14215.0,13267.0,14187.0,14015.0,15284.0,33762.0
광주광역시 서구,2914000000,시군구,202604,275234.0,40947.0,35102.0,34131.0,40169.0,49399.0,75486.0
광주광역시 남구,2915500000,시군구,202604,206375.0,35440.0,21006.0,22864.0,31986.0,32714.0,62365.0
광주광역시 북구,2917000000,시군구,202604,415580.0,64390.0,48302.0,53009.0,60688.0,70682.0,118509.0
광주광역시 광산구,2920000000,시군구,202604,384648.0,72349.0,49143.0,49356.0,63472.0,72036.0,78292.0
대전광역시,3000000000,시도,202604,1441687.0,221639.0,185839.0,196022.0,207001.0,242204.0,388982.0
대전광역시 동구,3011000000,시군구,202604,218362.0,29578.0,27570.0,25376.0,28742.0,36189.0,70907.0
대전광역시 중구,3014000000,시군구,202604,224665.0,30822.0,24791.0,26293.0,30533.0,38513.0,73713.0
대전광역시 서구,3017000000,시군구,202604,463574.0,73322.0,62980.0,65909.0,68711.0,76904.0,115748.0
대전광역시 유성구,3020000000,시군구,202604,370610.0,67332.0,52106.0,59059.0,58152.0,59105.0,74856.0
대전광역시 대덕구,3023000000,시군구,202604,164476.0,20585.0,18392.0,19385.0,20863.0,31493.0,53758.0
울산광역시,3100000000,시도,202604,1088041.0,174571.0,107742.0,136803.0,167342.0,196401.0,305182.0
울산광역시 중구,3111000000,시군구,202604,203339.0,30149.0,18463.0,24545.0,29417.0,36124.0,64641.0
울산광역시 남구,3114000000,시군구,202604,304457.0,45540.0,33665.0,42466.0,44457.0,55423.0,82906.0
울산광역시 동구,3117000000,시군구,202604,147925.0,24811.0,13953.0,16812.0,25787.0,24028.0,42534.0
울산광역시 북구,3120000000,시군구,202604,214026.0,41986.0,20704.0,29271.0,37369.0,37899.0,46797.0
울산광역시 울주군,3171000000,시군구,202604,218294.0,32085.0,20957.0,23709.0,30312.0,42927.0,68304.0
세종특별자치시,3600000000,시도,202604,391024.0,91682.0,36284.0,57159.0,75691.0,59961.0,70247.0
세종특별자치시,3611000000,시도,202604,391024.0,91682.0,36284.0,57159.0,75691.0,59961.0,70247.0
경기도,4100000000,시도,202604,13751098.0,2202813.0,1534525.0,1932298.0,2169232.0,2360316.0,3551914.0
경기도 수원시,4111000000,시군구,202604,1186150.0,181607.0,159969.0,188458.0,182998.0,200059.0,273059.0
경기도 수원시 장안구,4111100000,시군구,202604,270439.0,38439.0,37341.0,35506.0,37824.0,49152.0,72177.0
경기도 수원시 권선구,4111300000,시군구,202604,360365.0,52236.0,44158.0,57588.0,55826.0,61150.0,89407.0
경기도 수원시 팔달구,4111500000,시군구,202604,193197.0,23362.0,27890.0,32633.0,26498.0,31862.0,50952.0
경기도 수원시 영통구,4111700000,시군구,202604,362149.0,67570.0,50580.0,62731.0,62850.0,57895.0,60523.0
경기도 성남시,4113000000,시군구,202604,904576.0,134965.0,103124.0,134802.0,140031.0,150147.0,241507.0
경기도 성남시 수정구,4113100000,시군구,202604,234182.0,29168.0,27472.0,36244.0,33910.0,38134.0,69254.0
경기도 성남시 중원구,4113300000,시군구,202604,201767.0,23751.0,23144.0,30999.0,28425.0,33336.0,62112.0
경기도 성남시 분당구,4113500000,시군구,202604,468627.0,82046.0,52508.0,67559.0,77696.0,78677.0,110141.0
경기도 의정부시,4115000000,시군구,202604,461741.0,65978.0,52710.0,60798.0,67395.0,81757.0,133103.0
경기도 안양시,4117000000,시군구,202604,562409.0,84003.0,62547.0,87061.0,82707.0,93562.0,152529.0
경기도 안양시 만안구,4117100000,시군구,202604,233299.0,28586.0,26299.0,35090.0,31043.0,39031.0,73250.0
경기도 안양시 동안구,4117300000,시군구,202604,329110.0,55417.0,36248.0,51971.0,51664.0,54531.0,79279.0
경기도 부천시,4119000000,시군구,202604,756356.0,99430.0,83545.0,104041.0,110046.0,131832.0,227462.0
경기도 부천시 원미구,4119200000,시군구,202604,382903.0,50964.0,44399.0,55051.0,56316.0,66117.0,110056.0
경기도 부천시 소사구,4119400000,시군구,202604,224628.0,32471.0,22248.0,29934.0,34905.0,36955.0,68115.0
경기도 부천시 오정구,4119600000,시군구,202604,148825.0,15995.0,16898.0,19056.0,18825.0,28760.0,49291.0
경기도 광명시,4121000000,시군구,202604,303091.0,47185.0,33224.0,45044.0,47035.0,51588.0,79015.0
경기도 평택시,4122000000,시군구,202604,616517.0,105441.0,72059.0,100847.0,101389.0,102596.0,134185.0
경기도 동두천시,4125000000,시군구,202604,86293.0,10833.0,8337.0,8305.0,11034.0,15731.0,32053.0
경기도 안산시,4127000000,시군구,202604,610081.0,80729.0,80348.0,82957.0,83734.0,119526.0,162787.0
경기도 안산시 상록구,4127100000,시군구,202604,321167.0,41466.0,43393.0,40934.0,43432.0,64246.0,87696.0
경기도 안산시 단원구,4127300000,시군구,202604,288914.0,39263.0,36955.0,42023.0,40302.0,55280.0,75091.0
경기도 고양시,4128000000,시군구,202604,1057762.0,155543.0,117273.0,144059.0,156335.0,193768.0,290784.0
경기도 고양시 덕양구,4128100000,시군구,202604,483700.0,70787.0,50414.0,70386.0,73675.0,83814.0,134624.0
경기도 고양시 일산동구,4128500000,시군구,202604,297542.0,42906.0,34953.0,41021.0,43436.0,55597.0,79629.0
경기도 고양시 일산서구,4128700000,시군구,202604,276520.0,41850.0,31906.0,32652.0,39224.0,54357.0,76531.0
경기도 과천시,4129000000,시군구,202604,80250.0,16379.0,8013.0,12221.0,12956.0,11925.0,18756.0
경기도 구리시,4131000000,시군구,202604,186855.0,26178.0,21082.0,25811.0,27870.0,33237.0,52677.0
경기도 남양주시,4136000000,시군구,202604,728126.0,123660.0,75383.0,84158.0,118375.0,130502.0,196048.0
경기도 오산시,4137000000,시군구,202604,251395.0,44967.0,28590.0,40462.0,46598.0,41631.0,49147.0
경기도 시흥시,4139000000,시군구,202604,514822.0,89403.0,56876.0,73874.0,88435.0,92427.0,113807.0
경기도 군포시,4141000000,시군구,202604,250007.0,33983.0,29223.0,34066.0,34961.0,44838.0,72936.0
경기도 의왕시,4143000000,시군구,202604,162972.0,24889.0,17396.0,24992.0,22494.0,26948.0,46253.0
경기도 하남시,4145000000,시군구,202604,327681.0,59642.0,32680.0,48752.0,59462.0,49950.0,77195.0
경기도 용인시,4146000000,시군구,202604,1090269.0,191854.0,125680.0,138288.0,178846.0,192990.0,262611.0
경기도 용인시 처인구,4146100000,시군구,202604,285039.0,44130.0,32053.0,37745.0,44200.0,49795.0,77116.0
경기도 용인시 기흥구,4146300000,시군구,202604,434289.0,74883.0,52594.0,52512.0,69771.0,80271.0,104258.0
경기도 용인시 수지구,4146500000,시군구,202604,370941.0,72841.0,41033.0,48031.0,64875.0,62924.0,81237.0
경기도 파주시,4148000000,시군구,202604,531373.0,94103.0,54498.0,73972.0,88159.0,89732.0,130909.0
경기도 이천시,4150000000,시군구,202604,223506.0,34800.0,26247.0,31364.0,33360.0,36992.0,60743.0
경기도 안성시,4155000000,시군구,202604,198089.0,28040.0,21784.0,23799.0,28905.0,34319.0,61242.0
경기도 김포시,4157000000,시군구,202604,484222.0,93000.0,45585.0,62008.0,90673.0,77068.0,115888.0
경기도 화성시,4159000000,시군구,202604,996582.0,206835.0,108592.0,165489.0,186371.0,153107.0,176188.0
경기도 화성시 만세구,4159100000,시군구,202604,234710.0,38994.0,23414.0,31918.0,39528.0,39734.0,61122.0
경기도 화성시 효행구,4159300000,시군구,202604,159444.0,28874.0,16538.0,25900.0,26125.0,25685.0,36322.0
경기도 화성시 병점구,4159500000,시군구,202604,174580.0,32876.0,22013.0,29521.0,30855.0,27760.0,31555.0
경기도 화성시 동탄구,4159700000,시군구,202604,427848.0,106091.0,46627.0,78150.0,89863.0,59928.0,47189.0
경기도 광주시,4161000000,시군구,202604,397402.0,62247.0,37656.0,51340.0,66830.0,70145.0,109184.0
경기도 양주시,4163000000,시군구,202604,296910.0,51484.0,30504.0,40151.0,46483.0,50233.0,78055.0
경기도 포천시,4165000000,시군구,202604,140435.0,15257.0,13764.0,13970.0,15315.0,25806.0,56323.0
경기도 여주시,4167000000,시군구,202604,113605.0,13972.0,9624.0,11263.0,14400.0,19854.0,44492.0
경기도 연천군,4180000000,시군구,202604,42814.0,4633.0,4295.0,4195.0,4231.0,6474.0,18986.0
경기도 가평군,4182000000,시군구,202604,62010.0,6447.0,5159.0,5313.0,6709.0,10423.0,27959.0
경기도 양평군,4183000000,시군구,202604,126797.0,15326.0,8758.0,10438.0,15095.0,21149.0,56031.0
충청북도,4300000000,시도,202604,1599375.0,235177.0,165341.0,194130.0,219687.0,270612.0,514428.0
충청북도 청주시,4311000000,시군구,202604,858653.0,142218.0,101796.0,123576.0,129606.0,142400.0,219057.0
충청북도 청주시 상당구,4311100000,시군구,202604,193727.0,32095.0,19608.0,23827.0,28406.0,33511.0,56280.0
충청북도 청주시 서원구,4311200000,시군구,202604,186350.0,26872.0,24322.0,22824.0,24755.0,33275.0,54302.0
충청북도 청주시 흥덕구,4311300000,시군구,202604,292205.0,50819.0,36071.0,50208.0,45824.0,46440.0,62843.0
충청북도 청주시 청원구,4311400000,시군구,202604,186371.0,32432.0,21795.0,26717.0,30621.0,29174.0,45632.0
충청북도 충주시,4313000000,시군구,202604,206089.0,27824.0,19767.0,22543.0,26913.0,35800.0,73242.0
충청북도 제천시,4315000000,시군구,202604,128382.0,16989.0,12689.0,11357.0,14943.0,22195.0,50209.0
충청북도 보은군,4372000000,시군구,202604,30705.0,2712.0,1796.0,1821.0,2660.0,4797.0,16919.0
충청북도 옥천군,4373000000,시군구,202604,50387.0,5180.0,3782.0,3418.0,5233.0,8684.0,24090.0
충청북도 영동군,4374000000,시군구,202604,43033.0,3998.0,2825.0,2624.0,3772.0,7315.0,22499.0
충청북도 증평군,4374500000,시군구,202604,36694.0,5563.0,3537.0,4482.0,5193.0,6204.0,11715.0
충청북도 진천군,4375000000,시군구,202604,85623.0,14032.0,7327.0,10634.0,13640.0,14668.0,25322.0
충청북도 괴산군,4376000000,시군구,202604,37473.0,2791.0,2113.0,2122.0,3092.0,6223.0,21132.0
충청북도 음성군,4377000000,시군구,202604,95680.0,11643.0,8177.0,9977.0,12305.0,17805.0,35773.0
충청북도 단양군,4380000000,시군구,202604,26656.0,2227.0,1532.0,1576.0,2330.0,4521.0,14470.0
충청남도,4400000000,시도,202604,2137689.0,326713.0,209401.0,252015.0,311075.0,353875.0,684610.0
충청남도 천안시,4413000000,시군구,202604,665391.0,111030.0,84634.0,98239.0,108506.0,111890.0,151092.0
충청남도 천안시 동남구,4413100000,시군구,202604,263373.0,39446.0,32325.0,33147.0,38700.0,46245.0,73510.0
충청남도 천안시 서북구,4413300000,시군구,202604,402018.0,71584.0,52309.0,65092.0,69806.0,65645.0,77582.0
충청남도 공주시,4415000000,시군구,202604,99885.0,11365.0,10078.0,7930.0,10800.0,16183.0,43529.0
충청남도 보령시,4418000000,시군구,202604,91367.0,10696.0,6761.0,7355.0,10880.0,15730.0,39945.0
충청남도 아산시,4420000000,시군구,202604,362431.0,69558.0,37511.0,52672.0,64541.0,56700.0,81449.0
충청남도 서산시,4421000000,시군구,202604,171393.0,26783.0,15103.0,19345.0,24741.0,29781.0,55640.0
충청남도 논산시,4423000000,시군구,202604,106198.0,12751.0,8261.0,8955.0,11941.0,17853.0,46437.0
충청남도 계룡시,4425000000,시군구,202604,45960.0,9269.0,4337.0,5298.0,7752.0,8365.0,10939.0
충청남도 당진시,4427000000,시군구,202604,172290.0,28078.0,13818.0,20410.0,27379.0,28993.0,53612.0
충청남도 금산군,4471000000,시군구,202604,48959.0,5416.0,3097.0,2941.0,4824.0,8365.0,24316.0
충청남도 부여군,4476000000,시군구,202604,57907.0,5298.0,3479.0,3378.0,5315.0,9058.0,31379.0
충청남도 서천군,4477000000,시군구,202604,46890.0,4124.0,2732.0,2724.0,4204.0,7407.0,25699.0
충청남도 청양군,4479000000,시군구,202604,30088.0,2738.0,2212.0,1747.0,2520.0,4708.0,16163.0
충청남도 홍성군,4480000000,시군구,202604,101338.0,15482.0,8241.0,10644.0,13248.0,16294.0,37429.0
충청남도 예산군,4481000000,시군구,202604,78460.0,8624.0,5360.0,6504.0,8317.0,12772.0,36883.0
충청남도 태안군,4482500000,시군구,202604,59132.0,5501.0,3777.0,3873.0,6107.0,9776.0,30098.0
전라남도,4600000000,시도,202604,1775031.0,248297.0,155571.0,170486.0,224951.0,301111.0,674615.0
전라남도 목포시,4611000000,시군구,202604,200116.0,30873.0,20419.0,19254.0,30245.0,36009.0,63316.0
전라남도 여수시,4613000000,시군구,202604,261208.0,37672.0,24729.0,27001.0,35403.0,45395.0,91008.0
전라남도 순천시,4615000000,시군구,202604,274914.0,45599.0,29411.0,32669.0,38275.0,47720.0,81240.0
전라남도 나주시,4617000000,시군구,202604,116817.0,18879.0,9807.0,14557.0,16409.0,17315.0,39850.0
전라남도 광양시,4623000000,시군구,202604,155815.0,26627.0,15732.0,20212.0,22396.0,29557.0,41291.0
전라남도 담양군,4671000000,시군구,202604,44159.0,4431.0,3090.0,3187.0,4302.0,7477.0,21672.0
전라남도 곡성군,4672000000,시군구,202604,27644.0,2370.0,1820.0,1805.0,2400.0,4657.0,14592.0
전라남도 구례군,4673000000,시군구,202604,23955.0,2225.0,1490.0,1259.0,2160.0,4114.0,12707.0
전라남도 고흥군,4677000000,시군구,202604,59128.0,4825.0,2952.0,3057.0,4903.0,8888.0,34503.0
전라남도 보성군,4678000000,시군구,202604,36683.0,3204.0,2128.0,1946.0,3131.0,5697.0,20577.0
전라남도 화순군,4679000000,시군구,202604,60075.0,7055.0,5421.0,4816.0,6245.0,10747.0,25791.0
전라남도 장흥군,4680000000,시군구,202604,34050.0,3495.0,2219.0,2220.0,3268.0,5472.0,17376.0
전라남도 강진군,4681000000,시군구,202604,31787.0,3452.0,2096.0,2156.0,2956.0,4867.0,16260.0
전라남도 해남군,4682000000,시군구,202604,62136.0,6699.0,4131.0,3982.0,6248.0,10227.0,30849.0
전라남도 영암군,4683000000,시군구,202604,50066.0,5740.0,3932.0,3713.0,6151.0,9075.0,21455.0
전라남도 무안군,4684000000,시군구,202604,95809.0,18247.0,9239.0,11362.0,15150.0,14319.0,27492.0
전라남도 함평군,4686000000,시군구,202604,29387.0,2594.0,1777.0,1780.0,2599.0,4821.0,15816.0
전라남도 영광군,4687000000,시군구,202604,53969.0,7283.0,4501.0,5088.0,6029.0,8647.0,22421.0
전라남도 장성군,4688000000,시군구,202604,42990.0,4892.0,3314.0,3431.0,4517.0,7263.0,19573.0
전라남도 완도군,4689000000,시군구,202604,44277.0,5053.0,2654.0,2723.0,5054.0,7030.0,21763.0
전라남도 진도군,4690000000,시군구,202604,27922.0,3013.0,1855.0,1771.0,2782.0,4492.0,14009.0
전라남도 신안군,4691000000,시군구,202604,42124.0,4069.0,2854.0,2497.0,4328.0,7322.0,21054.0
경상북도,4700000000,시도,202604,2498364.0,340096.0,214926.0,251287.0,328730.0,430699.0,932626.0
경상북도 포항시,4711000000,시군구,202604,487380.0,73635.0,42782.0,54369.0,69784.0,83905.0,162905.0
경상북도 포항시 남구,4711100000,시군구,202604,213561.0,30853.0,19341.0,22076.0,30942.0,37053.0,73296.0
경상북도 포항시 북구,4711300000,시군구,202604,273819.0,42782.0,23441.0,32293.0,38842.0,46852.0,89609.0
경상북도 경주시,4713000000,시군구,202604,243183.0,29858.0,19840.0,23043.0,29867.0,44604.0,95971.0
경상북도 김천시,4715000000,시군구,202604,133049.0,19099.0,10237.0,12895.0,16975.0,22124.0,51719.0
경상북도 안동시,4717000000,시군구,202604,152469.0,20371.0,15000.0,14034.0,18206.0,25317.0,59541.0
경상북도 구미시,4719000000,시군구,202604,403113.0,71417.0,42964.0,57311.0,69440.0,71768.0,90213.0
경상북도 영주시,4721000000,시군구,202604,96555.0,12434.0,7622.0,7370.0,10792.0,16402.0,41935.0
경상북도 영천시,4723000000,시군구,202604,94486.0,10042.0,6083.0,7631.0,9897.0,16275.0,44558.0
경상북도 상주시,4725000000,시군구,202604,89467.0,10141.0,5773.0,5885.0,9027.0,14372.0,44269.0
경상북도 문경시,4728000000,시군구,202604,64872.0,7169.0,4328.0,4315.0,6709.0,10593.0,31758.0
경상북도 경산시,4729000000,시군구,202604,263525.0,37265.0,32867.0,30280.0,36037.0,45897.0,81179.0
경상북도 의성군,4773000000,시군구,202604,47829.0,3288.0,1875.0,2583.0,3703.0,6950.0,29430.0
경상북도 청송군,4775000000,시군구,202604,23255.0,1660.0,1117.0,1433.0,1850.0,3675.0,13520.0
경상북도 영양군,4776000000,시군구,202604,15991.0,1294.0,910.0,944.0,1351.0,2605.0,8887.0
경상북도 영덕군,4777000000,시군구,202604,32539.0,2613.0,1530.0,1797.0,2923.0,5215.0,18461.0
경상북도 청도군,4782000000,시군구,202604,40134.0,2982.0,1650.0,2108.0,3515.0,6240.0,23639.0
경상북도 고령군,4783000000,시군구,202604,29649.0,2482.0,1675.0,1884.0,2854.0,5215.0,15539.0
경상북도 성주군,4784000000,시군구,202604,40543.0,3189.0,1889.0,2746.0,3780.0,6750.0,22189.0
경상북도 칠곡군,4785000000,시군구,202604,103807.0,14893.0,8245.0,9579.0,17072.0,21105.0,32913.0
경상북도 예천군,4790000000,시군구,202604,53529.0,8156.0,3113.0,4904.0,6666.0,7401.0,23289.0
경상북도 봉화군,4792000000,시군구,202604,28161.0,2364.0,1242.0,1335.0,2270.0,4468.0,16482.0
경상북도 울진군,4793000000,시군구,202604,46081.0,5101.0,3546.0,4054.0,4965.0,8072.0,20343.0
경상북도 울릉군,4794000000,시군구,202604,8747.0,643.0,638.0,787.0,1047.0,1746.0,3886.0
경상남도,4800000000,시도,202604,3197859.0,486512.0,282426.0,341228.0,469541.0,576289.0,1041863.0
경상남도 창원시,4812000000,시군구,202604,987251.0,150712.0,95712.0,118675.0,149334.0,175806.0,297012.0
경상남도 창원시 의창구,4812100000,시군구,202604,208174.0,30944.0,20958.0,25695.0,30462.0,37722.0,62393.0
경상남도 창원시 성산구,4812300000,시군구,202604,246074.0,39550.0,27618.0,36271.0,36714.0,46076.0,59845.0
경상남도 창원시 마산합포구,4812500000,시군구,202604,174969.0,24474.0,14644.0,18314.0,25533.0,28169.0,63835.0
경상남도 창원시 마산회원구,4812700000,시군구,202604,174705.0,24246.0,15423.0,18040.0,24880.0,31620.0,60496.0
경상남도 창원시 진해구,4812900000,시군구,202604,183329.0,31498.0,17069.0,20355.0,31745.0,32219.0,50443.0
경상남도 진주시,4817000000,시군구,202604,335005.0,53607.0,37145.0,38895.0,46465.0,56897.0,101996.0
경상남도 통영시,4822000000,시군구,202604,115826.0,16753.0,8359.0,8686.0,17087.0,21652.0,43289.0
경상남도 사천시,4824000000,시군구,202604,107804.0,15175.0,8767.0,10383.0,15066.0,19465.0,38948.0
경상남도 김해시,4825000000,시군구,202604,532687.0,91977.0,52897.0,64809.0,85326.0,104632.0,133046.0
경상남도 밀양시,4827000000,시군구,202604,98728.0,10355.0,6382.0,7454.0,10890.0,16266.0,47381.0
경상남도 거제시,4831000000,시군구,202604,229490.0,42389.0,17949.0,22084.0,43880.0,45390.0,57798.0
경상남도 양산시,4833000000,시군구,202604,361371.0,62092.0,31417.0,44790.0,59925.0,63675.0,99472.0
경상남도 의령군,4872000000,시군구,202604,24502.0,1937.0,1247.0,1365.0,2145.0,3982.0,13826.0
경상남도 함안군,4873000000,시군구,202604,57121.0,7097.0,3561.0,3758.0,6948.0,10249.0,25508.0
경상남도 창녕군,4874000000,시군구,202604,54640.0,5479.0,2650.0,3546.0,5539.0,9009.0,28417.0
경상남도 고성군,4882000000,시군구,202604,46840.0,4937.0,2532.0,2496.0,4886.0,8097.0,23892.0
경상남도 남해군,4884000000,시군구,202604,41066.0,3891.0,2309.0,2206.0,3543.0,6632.0,22485.0
경상남도 하동군,4885000000,시군구,202604,39752.0,3139.0,1964.0,2090.0,3230.0,7061.0,22268.0
경상남도 산청군,4886000000,시군구,202604,32720.0,2423.0,1581.0,1627.0,2540.0,5599.0,18950.0
경상남도 함양군,4887000000,시군구,202604,35252.0,3510.0,1938.0,1984.0,3175.0,6034.0,18611.0
경상남도 거창군,4888000000,시군구,202604,58889.0,8228.0,4253.0,4464.0,6411.0,9784.0,25749.0
경상남도 합천군,4889000000,시군구,202604,38915.0,2811.0,1763.0,1916.0,3151.0,6059.0,23215.0
제주특별자치도,5000000000,시도,202604,663229.0,113162.0,64255.0,76844.0,101644.0,118507.0,188817.0
